stateabb,ccode,year,milex,milper,irst,pec,tpop,upop,cinc,home1,home2,home3,territory1,territory2,base1,base2,base3,colony8,colony1,colony2,colony3,colony4,colony5,colony6,colony7
TOG,461,2002,24000,10,0,2683,5124,665,0.000321274,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2003,29000,8,0,2753,5259,684,0.000306966,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2004,34000,8,0,2823,5398,703,0.00030919,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2005,33000,9,0,2910,5540,723,0.000319844,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2006,34000,9,0,2960,5686,744,0.000321976,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2007,42000,9,0,3029,5835,765,0.000325418,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2008,56000,9,0,3111,5987,786,0.00032723,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2009,49000,9,0,3348,6144,809,0.000329529,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2010,56000,9,0,3451,6306,831,0.000330311,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2011,59000,9,0,3564,6472,855,0.000334123,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2012,62000,9,0,3678,6643,879,0.000336669,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2013,72000,9,0,3787,7043,1565,0.000394548,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2014,89000,9,0,3916,7229,1600,0.000398833,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2015,71000,9,0,4025,7417,1635,0.000400738,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
TOG,461,2016,83000,9,0,4088,7606,1671,0.000405437,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1960,8912,1,0,112,5296,0,0.000329143,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1961,11343,4,0,119,5401,110,0.000393685,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1962,15394,5,0,132,5513,128,0.000405481,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1963,15394,8,0,132,5630,149,0.000431111,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1964,15394,6,0,131,5753,173,0.000418207,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1965,16204,8,0,135,5881,201,0.000443795,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1966,17825,8,0,124,6014,234,0.000444954,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1967,19445,8,0,132,6154,271,0.000451751,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1968,20255,7,0,122,6300,315,0.000451671,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1969,21471,8,0,126,6452,367,0.000469553,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1970,20165,8,0,1909,6612,410,0.000511352,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1971,21365,8,0,1956,6779,452,0.000520098,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1972,24876,8,0,1996,6953,477,0.000522563,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1973,31665,8,0,2045,7135,503,0.000527139,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1974,36732,10,0,2104,7326,531,0.00054166,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1975,46766,10,0,2184,7526,570,0.000551131,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1976,48464,10,0,2246,7734,688,0.000571824,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1977,51964,11,0,2308,7914,760,0.000589845,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1978,60716,11,0,2536,8179,832,0.000605916,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1979,69927,11,0,2438,8413,904,0.000614481,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1980,70634,11,0,3726,8503,977,0.000639063,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1981,77136,14,0,4924,8966,1049,0.000694202,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1982,97873,14,0,5831,9279,1121,0.000724436,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1983,142054,15,0,5937,9575,1193,0.000749368,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1984,145087,15,0,6033,9871,1257,0.000752241,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1985,126910,15,0,6103,10166,1324,0.000757071,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1986,174830,15,0,4061,10457,1394,0.000740438,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1987,153290,15,0,4065,10822,1468,0.000742824,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1988,147670,21,0,4236,10858,1546,0.000775837,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1989,142700,21,0,6746,11540,1629,0.00083755,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1990,190900,23,0,5343,11484,1706,0.000826112,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1991,94000,24,0,5186,11808,1787,0.000847343,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1992,134080,12,0,6535,12142,1872,0.000812333,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1993,134000,12,0,6676,12483,1961,0.000816359,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1994,141000,12,0,6836,12833,2055,0.000820563,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1995,202000,22,0,7252,13277,2138,0.000913903,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1996,228000,15,0,7842,13560,2225,0.000872685,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1997,240000,13,0,8091,13937,2316,0.000867154,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1998,149000,15,0,8311,14305,2410,0.000875715,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,1999,154000,15,0,8088,14693,2508,0.000876504,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2000,123000,7,0,8483,15085,2609,0.00081521,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2001,120000,22,0,8557,15731,2714,0.000958291,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2002,146000,23,0,8197,16782,3143,0.00108053,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2003,258000,23,0,9258,17223,3306,0.001117608,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2004,286000,23,0,9640,17675,3477,0.001133235,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2005,222000,23,0,9769,18138,3657,0.001138562,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2006,257000,23,0,10206,18612,3847,0.001159315,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2007,297000,14,0,10193,19098,4046,0.001100426,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2008,306000,14,0,10196,19595,4562,0.001135766,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2009,344000,14,0,10258,20104,4798,0.001154874,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2010,339000,14,0,10577,20624,5047,0.001165431,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2011,348000,14,0,10390,21156,5609,0.001204143,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2012,355000,14,0,10070,21700,5896,0.00121761,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2013,393000,14,0,9602,21656,6518,0.001234021,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2014,410000,14,0,10712,22240,7168,0.001286516,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2015,355000,14,0,13011,22835,7859,0.001345179,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CAO,471,2016,393000,14,0,13248,23439,8272,0.001375307,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1960,15962,5,0,545,42305,4475,0.00410642,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1961,23243,6,0,557,43515,4652,0.00411993,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1962,31924,7,0,602,44782,4749,0.004083829,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1963,42565,25,0,1370,46084,4755,0.004216697,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1964,53206,25,0,2021,47389,4932,0.004261603,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1965,63568,25,0,4704,48676,5088,0.004384626,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1966,61327,30,0,6967,49937,5249,0.004465784,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1967,88491,35,0,6366,51183,5414,0.004494424,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1968,118454,85,0,532,52435,5586,0.004681606,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1969,297676,110,0,319,53723,5750,0.0049733,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1970,169420,200,0,16413,55070,5989,0.005798831,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1971,208645,320,0,18503,56486,6243,0.006685206,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1972,230921,305,0,19432,57965,6415,0.006555412,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1973,268421,305,0,20869,59508,6632,0.006565571,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1974,317530,300,0,21177,61111,6860,0.006457125,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1975,620384,270,0,21181,62770,6893,0.006364824,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1976,670468,270,15,22731,64488,7366,0.006462582,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1977,785742,300,15,26850,66272,7608,0.006779514,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1978,723404,204,15,26418,68121,7852,0.006088464,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1979,739557,164,15,27461,70037,8110,0.005836095,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1980,701754,150,15,30466,72024,8359,0.005795817,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1981,893444,144,15,37919,74082,8583,0.005916077,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1982,1671002,144,15,38534,76214,8828,0.006108744,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1983,1451008,144,182,35575,78422,9074,0.006056348,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1984,1215983,144,187,40697,93327,9312,0.006489496,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1985,1093000,134,254,42115,95690,9546,0.006453435,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1986,673040,138,200,43404,98168,10343,0.00646181,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1987,202130,138,200,38231,101408,11140,0.006393503,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1988,283340,107,192,42759,104957,11937,0.006385364,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1989,253000,107,213,45173,93336,12734,0.006074644,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1990,284270,94,220,59559,96154,13531,0.006213666,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1991,243720,94,200,62992,99087,14328,0.006515965,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1992,176900,76,140,63063,102128,15123,0.006511146,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1993,210000,76,140,64341,105265,15929,0.006557231,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1994,1191000,80,58,58467,108468,16778,0.006735812,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1995,1507000,80,36,61316,111722,17597,0.006859685,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1996,1913000,80,12,65451,115020,18455,0.006994175,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1997,1965000,76,15,65534,118369,19356,0.007026702,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1998,2143000,76,15,62593,106409,20301,0.006688712,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,1999,2237000,77,15,66978,108945,21291,0.006788012,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2000,518000,76,15,63841,111506,22234,0.006405375,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2001,516000,78,15,73474,118801,23219,0.006773309,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2002,901000,78,0,76016,129225,25142,0.007709029,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2003,478000,78,0,77066,132550,26325,0.007693277,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2004,572000,78,40,78577,135999,27862,0.007822244,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2005,854000,79,100,87538,139586,29155,0.008049787,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2006,768000,79,100,85407,143315,30192,0.008064473,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2007,980000,85,100,87075,147187,33057,0.00837992,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2008,1339000,80,100,89626,151208,35128,0.008513609,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2009,1505000,80,100,84145,155381,36362,0.008559178,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2010,1519000,80,100,94388,159708,37971,0.008695675,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2011,2249000,80,100,105763,164193,39636,0.008952833,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2012,2033000,80,100,111198,168834,41376,0.009063709,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2013,2143000,80,100,110461,171829,42851,0.009024172,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2014,2253000,80,100,109292,176461,44326,0.00910326,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2015,1884000,80,100,108918,181182,46473,0.009206088,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
NIG,475,2016,1734000,80,100,112075,185990,49339,0.009401371,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1960,500,0,0,45,486,0,3.04E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1961,1000,0,0,61,488,0,3.10E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1962,1503,0,0,25,490,0,2.93E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1963,2504,1,0,12,492,0,3.74E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1964,2001,1,0,13,494,0,3.60E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1965,3002,1,0,15,462,0,3.53E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1966,3002,1,0,70,495,0,3.70E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1967,3002,1,0,393,494,0,4.52E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1968,3002,1,0,1185,494,0,6.31E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1969,3484,1,0,951,497,0,5.53E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1970,3000,1,0,1685,504,0,6.79E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1971,5463,1,0,2361,516,0,8.18E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1972,6669,2,0,2259,532,0,8.49E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1973,9461,2,0,2920,552,0,9.57E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1974,10628,2,0,2897,572,0,9.48E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1975,16853,3,0,2444,593,103,0.000116312,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1976,20114,3,0,2550,612,106,0.000116994,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1977,28929,4,0,2869,632,110,0.00013051,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1978,53891,4,0,3415,651,114,0.000145024,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1979,67746,5,0,2801,671,117,0.000142016,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1980,75102,5,0,2853,691,122,0.000143063,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1981,81231,7,0,2816,712,127,0.000155275,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1982,78662,7,0,2744,734,131,0.000152206,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1983,73453,7,0,2463,756,135,0.000145624,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1984,67665,7,0,2302,779,140,0.000139269,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1985,79020,7,0,2073,803,145,0.000138355,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1986,149000,9,0,2151,828,163,0.000164874,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1987,128000,9,0,1981,854,182,0.000158117,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1988,153770,8,0,2162,881,204,0.000159623,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1989,145790,10,0,2307,908,229,0.000180731,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1990,100000,9,0,1778,935,257,0.00015878,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1991,-9,10,0,1699,962,288,0.000185449,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1992,-9,7,0,2129,990,323,0.000176422,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1993,-9,7,0,2211,1018,362,0.000181987,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1994,95000,6,0,2356,1046,380,0.000166837,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1995,102000,7,0,2555,1076,395,0.000177401,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1996,114000,7,0,2564,1106,411,0.000179437,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1997,115000,10,0,2515,1138,428,0.000202583,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1998,135000,7,0,2646,1167,445,0.000188025,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,1999,135000,7,0,2722,1197,463,0.000188216,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2000,125000,5,0,2469,1226,477,0.000166478,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2001,120000,5,0,2494,1237,491,0.000167426,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2002,13000,5,0,2842,1285,520,0.000162684,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2003,15000,5,0,2691,1316,533,0.000160234,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2004,17000,5,0,2789,1347,546,0.000160612,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2005,114000,5,0,2821,1379,559,0.000175375,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2006,111000,5,0,2862,1413,573,0.000174097,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2007,123000,5,0,3067,1447,587,0.000176148,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2008,134000,5,0,3153,1483,601,0.000175392,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2009,132000,5,0,3375,1519,616,0.00017655,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2010,246000,5,0,3635,1556,631,0.000188655,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2011,266000,5,0,3847,1594,646,0.000191508,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2012,222000,5,0,3544,1633,662,0.000184066,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2013,263000,5,0,3689,1817,706,0.000194398,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2014,183000,5,0,3884,1876,726,0.000187597,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2015,197000,5,0,3881,1930,747,0.000191311,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
GAB,481,2016,204000,5,0,3918,1980,769,0.00019371,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1960,0,0,0,1,1297,0,7.43E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1961,822,0,0,1,1323,0,7.50E-05,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1962,1001,0,0,1,1349,107,0.000108989,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1963,1001,0,0,2,1376,119,0.000111118,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1964,2001,2,0,2,1404,126,0.000128466,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1965,2313,2,0,3,1432,135,0.000130965,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1966,2382,2,0,3,1465,144,0.00013078,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1967,3832,2,0,3,1502,153,0.000132873,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1968,4493,2,0,4,1537,163,0.000134181,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1969,5878,2,0,5,1575,174,0.000136737,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1970,4865,2,0,595,1870,185,0.000160546,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1971,5297,2,0,607,1869,197,0.000160399,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1972,5202,3,0,623,1915,208,0.000167229,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1973,7256,3,0,653,1963,220,0.000169304,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1974,6931,3,0,653,2012,232,0.000168551,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1975,8277,3,0,698,2046,300,0.000181467,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1976,8013,4,0,713,2097,249,0.000175389,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1977,7652,7,0,730,2167,262,0.000196858,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1978,10144,4,0,764,2221,276,0.000179431,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1979,13971,4,0,764,2277,291,0.000181279,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1980,13902,4,0,783,2309,297,0.000180497,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1981,15030,4,0,802,2367,334,0.000185689,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1982,15630,5,0,823,2422,375,0.000197705,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1983,17823,4,0,844,2478,421,0.000197863,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1984,16209,5,0,900,2536,473,0.000209434,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1985,11811,5,0,921,2608,486,0.00020952,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
CEN,482,1986,17004,5,0,944,2740,499,0.000212615,8,NA,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA
